sentence_id,source,label,tfidf_logistic_regression_probability,tfidf_logistic_regression_prediction,pytorch_textcnn_probability,pytorch_textcnn_prediction,distilbert_probability,distilbert_prediction
sentence_d758ad4d1adc2463cf3c0dcaec28d98ac23ed327006ece7c26923b85a98b261e,yelp,1,0.3952203413460698,0,0.3930298388004303,0,0.56712717,1
sentence_d988cb5844fc8addfe64065bbaae4813e3318407a2aa8fbe2cd0831e87e42f6c,imdb,0,0.39572545821857663,0,0.5118421316146851,1,0.009496082,0
sentence_da4937b26fef671c11bcfa34a27e3366087334433970c5c93b3d655e2d6855ec,amazon,1,0.5068347212544458,1,0.316201776266098,0,0.47929227,0
sentence_e2201192d01ced577800d8a245de9ca6f928653e0c43de546aed9ca4ed193589,amazon,0,0.3622869389011113,0,0.06260429322719574,0,0.73199713,1
sentence_e3312a193451307bbebccbb2db3339e42088362d90b8ce1fe3ba54274113388b,imdb,1,0.4958062839406124,0,0.6078062653541565,1,0.9933548,1
sentence_e3a04a78a6c17df07c9dbaf2a2f0fb91cb01e9f1594a8c56a402a17c0095d5a0,yelp,1,0.49317099781301255,0,0.5471530556678772,1,0.98883736,1
sentence_e40e0e5b3ded8449a14efbb0384005146dd07d3e75762722d50dbb60ec2af7a1,yelp,0,0.49993793214679366,0,0.6129446029663086,1,0.0090294145,0
sentence_e47d79818762feadff1462c1ce15364b46eee22e08011bfc5d5aaf0fab3d16db,yelp,0,0.3512492308229936,0,0.6459842324256897,1,0.011549893,0
sentence_e5251c9a0266bff2ecccaa93aa0807918b9f849ef3eca56af5dc411a93d82583,imdb,1,0.37213599226242283,0,0.1768651306629181,0,0.9795274,1
sentence_e848bc3bdd07e6c09f5ba7bf5f5bf74a87474d5e0fad845d981fa8bb5bb036c3,yelp,1,0.6224374239231377,1,0.8645304441452026,1,0.07328911,0
sentence_ea08c5cd8ad194006a5fa56790bfd255efa43c45842b8329c46feefcd614a074,amazon,0,0.35554983045322286,0,0.55650395154953,1,0.009961885,0
sentence_f1aa1fd5ff1ba6b71808eee6bbb6ac157f983b942690c8eb211d36be48a41733,imdb,1,0.6024087678272264,1,0.43518126010894775,0,0.99364483,1
sentence_f21fdb60c26ed4bcedb28eea57f86f3a184acbb0e564558204d676092288318f,yelp,1,0.5633479133573346,1,0.47878149151802063,0,0.99476177,1
sentence_f25b6323b9c250a89b2cebcdc62eeb6748afd242d736c39b251621d83578f827,amazon,1,0.6259064126064043,1,0.1873675435781479,0,0.98890007,1
sentence_f2a967ca0176c22d5d8249057771d70987b40248b0e5af7529ab7abc526a2a37,imdb,1,0.47056705885356126,0,0.4933653473854065,0,0.9741504,1
sentence_f2cb02cf3594e8f92752587033899c5f18fd2ffc5e8bcb731001930dd75240f0,yelp,1,0.5908599341453872,1,0.3755088448524475,0,0.99513984,1
sentence_f3c8f2c7dce259a7199530e06afc579abd761e601aafc531612b8c7b2c13c969,imdb,1,0.6351731297215983,1,0.4109290540218353,0,0.9940878,1
sentence_f86dbf09f05d110094c1a33adfb3dbfdcd94d8f88a0833630f7b2ab3c85a6ca7,yelp,0,0.48766682035860587,0,0.37741944193840027,0,0.9897565,1
sentence_fa093592aa331dd503099e6e7727d21731999938ca3cb06b55e711509e44590d,amazon,0,0.43304784721862005,0,0.3929278254508972,0,0.5699293,1
sentence_fa3da0cf8e6258ac7492082d4d754500bb6b95958903879c9e1f5c1197e930f5,yelp,1,0.37430311307705405,0,0.589950442314148,1,0.022751587,0
sentence_faa8a97535a296b0f2d23e116301432fa22e95b6782864944e49b29ae10225de,imdb,1,0.46575465928424725,0,0.3156387209892273,0,0.99431425,1
sentence_faf488f0c84567d43de305a1135d9063b3229e9b8a759a84220d36e5b160a373,yelp,1,0.6835625654200441,1,0.10685408115386963,0,0.99459004,1
sentence_fcf8235fa05615bf60612fcc79ff55a4bea9af284bfa1a10b633686e3f962afd,amazon,0,0.39865283664215384,0,0.5718387365341187,1,0.011366181,0
sentence_fe2344599150b1afdfe86271f6072e961c0f8eb84f1ecbce38630e262684f9e7,imdb,1,0.466573224487117,0,0.6528470516204834,1,0.9298506,1
sentence_feca1f1afad9ac05848e167872e2924b6a392e72f8948a585369539050ddba18,yelp,0,0.5159292263732713,1,0.599517822265625,1,0.018137954,0
sentence_ffed1ddcd8aadf891020f1c6701500421c220ddb221fe304dbb787b7c2e485af,amazon,0,0.5566162608727989,1,0.7499196529388428,1,0.008747274,0
